2023-12-15 10:53:48.655 [INFO]:1904	[main]:157	[U] 
2023-12-15 10:54:02.889 [DEBUG]:3560	[CommunicationModule]:394	recv thread run

2023-12-15 10:54:02.890 [INFO]:5212	[robotconfig]:115	"Sharp"  :   0    0    0
2023-12-15 10:54:02.890 [INFO]:5212	[datamanager]:647	 sharp : 0    0    0
2023-12-15 10:54:02.890 [INFO]:5212	[robotconfig]:115	"Blunt"  :   0    -113    0
2023-12-15 10:54:02.890 [INFO]:5212	[datamanager]:655	 Blunt : 0    -113    0
2023-12-15 10:54:02.890 [INFO]:5212	[navigator]:413	NDI IP : "169.254.9.66"
2023-12-15 10:54:02.890 [INFO]:5212	[navigator]:429	NDI socket connected!
2023-12-15 10:54:02.890 [INFO]:5212	[navigator]:348	Hardware.Serial Number: Features.Hardware.Serial Number=P9-14152
2023-12-15 10:54:02.890 [INFO]:5212	[navigator]:351	Firmware version: Features.Firmware.Version=008.006.019
2023-12-15 10:54:02.906 [DEBUG]:3404	[CommunicationModule]:231	strAppStatus  "IDLE"
2023-12-15 10:54:02.906 [DEBUG]:3404	[CommunicationModule]:237	m_isSpringOn  false
2023-12-15 10:54:02.906 [DEBUG]:3404	[CommunicationModule]:262	100
2023-12-15 10:54:02.921 [INFO]:5212	[navigator]:357	Param.Tracking.Track Frequency error code: 0 "OKAY"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/SharpProbeV6.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/FemurV2.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/TibiaV3.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/TKA68LeftFlangeV5.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/TKA68RightFlangeV5.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/BaseV2NDI.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/BluntProbeV2NDI.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/AAKRightV2.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/AAKLeftV2.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/TestFingerV3.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[robotconfig]:72	"D:/sys/knee/rom/ToolVerifyV5.rom"
2023-12-15 10:54:02.921 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/SharpProbeV6.rom
2023-12-15 10:54:02.921 [INFO]:1904	[FirmwareDevice]:359	cable is normal status.
2023-12-15 10:54:02.921 [INFO]:1904	[FirmwareDevice]:615	"FirmwareDevice::hydrFootHandler 液压脚已解锁"
2023-12-15 10:54:02.937 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/SharpProbeV6.rom to port 0x1
2023-12-15 10:54:02.937 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/FemurV2.rom
2023-12-15 10:54:02.937 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/FemurV2.rom to port 0x2
2023-12-15 10:54:02.937 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/TibiaV3.rom
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/TibiaV3.rom to port 0x3
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/TKA68LeftFlangeV5.rom
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/TKA68LeftFlangeV5.rom to port 0x4
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/TKA68RightFlangeV5.rom
2023-12-15 10:54:02.953 [INFO]:1904	[DeviceManager]:1010	"powerVersion =[1.0.0.0] hydrVersion=[1.0.3.0] motorVersion=[1.0.3.0]"
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/TKA68RightFlangeV5.rom to port 0x5
2023-12-15 10:54:02.953 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/BaseV2NDI.rom
2023-12-15 10:54:02.968 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/BaseV2NDI.rom to port 0x6
2023-12-15 10:54:02.968 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/BluntProbeV2NDI.rom
2023-12-15 10:54:02.968 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/BluntProbeV2NDI.rom to port 0x7
2023-12-15 10:54:02.968 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/TestFingerV3.rom
2023-12-15 10:54:02.984 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/TestFingerV3.rom to port 0x8
2023-12-15 10:54:02.984 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/ToolVerifyV5.rom
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/ToolVerifyV5.rom to port 0x9
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/AAKLeftV2.rom
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/AAKLeftV2.rom to port 0xA
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:492	loadToolType =  D:/sys/knee/rom/AAKRightV2.rom
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:505	load tool  D:/sys/knee/rom/AAKRightV2.rom to port 0xB
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:567	Initializing and enabling tools...
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  01
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  02
2023-12-15 10:54:02.989 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  03
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  04
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  05
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:473	error number + 300000 =  :   301003
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:474	 methodName   failed:  "The tool is incompatible with other loaded tools"
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  06
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  07
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:473	error number + 300000 =  :   301003
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:474	 methodName   failed:  "The tool is incompatible with other loaded tools"
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  08
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:473	error number + 300000 =  :   301003
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:474	 methodName   failed:  "The tool is incompatible with other loaded tools"
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  09
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  0A
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:473	error number + 300000 =  :   301003
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:474	 methodName   failed:  "The tool is incompatible with other loaded tools"
2023-12-15 10:54:03.005 [INFO]:5212	[navigator]:572	Initializing and enable tool on port  0B
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:473	error number + 300000 =  :   301003
2023-12-15 10:54:03.005 [WARN]:5212	[navigator]:474	 methodName   failed:  "The tool is incompatible with other loaded tools"
2023-12-15 10:54:03.021 [DEBUG]:3404	[CommunicationModule]:271	  send App_Start  
2023-12-15 10:54:03.021 [WARN]:3404	[CommunicationModule]:276	Arm is  IDLE ! So restore status to running!
2023-12-15 10:54:03.067 [INFO]:4564	[navigator]:240	Start receive Navigator data!
2023-12-15 10:54:03.569 [DEBUG]:3560	[CommunicationModule]:432	1   FD_ISSET  serverSock

2023-12-15 10:54:03.569 [DEBUG]:3560	[CommunicationModule]:436	1724   accept the client

2023-12-15 10:54:03.569 [INFO]:3560	[DeviceManager]:543	arm connected
2023-12-15 10:54:03.569 [INFO]:3560	[DeviceManager]:544	check arm version
2023-12-15 10:54:03.569 [INFO]:3560	[DeviceManager]:545	0  sssss  1
2023-12-15 10:54:03.569 [INFO]:3560	[DeviceManager]:549	check arm is at home
2023-12-15 10:54:03.569 [INFO]:1904	[mainwindow]:1036	arm connection status changed: 1
2023-12-15 10:54:03.584 [DEBUG]:880	[CommunicationModule]:342	send arm command= 42 length= 27
2023-12-15 10:54:03.584 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 10:54:03.591 [INFO]:1904	[FirmwareDevice]:689	emit saw Type  1 sawType =  255
2023-12-15 10:54:03.591 [INFO]:8092	[DeviceManager]:242	slot Tools switch toolType =  1 type =  255
2023-12-15 10:54:03.591 [INFO]:8092	[DeviceManager]:166	Tool type =  "无任何刀具(0xff)"
2023-12-15 10:54:03.606 [DEBUG]:880	[CommunicationModule]:342	send arm command= 43 length= 8
2023-12-15 10:54:03.606 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 10:54:04.062 [DEBUG]:3404	[CommunicationModule]:221	robot status RUNNING
2023-12-15 10:54:04.663 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 135
2023-12-15 10:54:04.663 [INFO]:8092	[DeviceManager]:826	arm version: "V2.0.4.0(1.68.1.17)"
2023-12-15 10:54:04.723 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 136
2023-12-15 10:54:04.723 [INFO]:8092	[DeviceManager]:832	arm is home: "true"
2023-12-15 10:54:04.775 [DEBUG]:1904	[armbrakewidget]:87	arm is at home= "true"
2023-12-15 10:54:04.775 [INFO]:1904	[armbrakewidget]:92	arm has been at home
2023-12-15 10:54:04.775 [INFO]:1904	[armbrakewidget]:120	quick tool uninstalled before brake test 
2023-12-15 10:54:04.775 [INFO]:1904	[DeviceManager]:427	[cmd] do arm brake
2023-12-15 10:54:04.775 [DEBUG]:1904	[rdialog]:130	---------- dialog show 1  DialogTitle= ""
2023-12-15 10:54:04.775 [INFO]:1904	[armbrakewidget]:317	[U] start arm brake test
2023-12-15 10:54:04.783 [DEBUG]:880	[CommunicationModule]:342	send arm command= 9 length= 8
2023-12-15 10:54:04.783 [DEBUG]:880	[CommunicationModule]:360	send data success!!!
2023-12-15 10:54:48.784 [DEBUG]:3560	[CommunicationModule]:507	receive message from arm. command= 115
2023-12-15 10:54:48.784 [INFO]:8092	[DeviceManager]:612	arm receive brake ok
2023-12-15 10:54:48.785 [DEBUG]:1904	[rdialog]:145	---------- dialog hide 0
2023-12-15 10:54:48.785 [INFO]:1904	[armbrakewidget]:137	[U] arm brake ok
2023-12-15 10:54:48.786 [INFO]:1904	[rmessagebox]:120	[U] "" "刹车检测完成"
2023-12-15 10:54:48.788 [DEBUG]:1904	[rdialog]:130	---------- dialog show 1  DialogTitle= ""
2023-12-15 10:54:56.394 [DEBUG]:1904	[rdialog]:145	---------- dialog hide 0
2023-12-15 10:54:56.394 [INFO]:1904	[rdialog]:89	~RDialog() ............  DialogTitle= ""
2023-12-15 10:54:57.073 [INFO]:1904	[mainwindow]:897	[U] right footer button clicked, current title: "机械臂刹车检测" , button text: "登    录"
2023-12-15 10:54:57.073 [DEBUG]:1904	[mainwindow]:367	delete this class: "ArmBrakeWidget" 2
2023-12-15 10:54:57.073 [DEBUG]:1904	[datamanager]:979	initialize DataManager
2023-12-15 10:54:57.306 [INFO]:1904	[mainwindow]:538	[U] module changed to 2 "" LoginWidget
2023-12-15 10:54:57.306 [INFO]:1904	[rdialog]:89	~RDialog() ............  DialogTitle= ""
2023-12-15 10:55:06.537 [INFO]:1904	[loginwidget]:112	[U] user login,user name:  doctor
2023-12-15 10:55:06.537 [DEBUG]:1904	[mainwindow]:367	delete this class: "LoginWidget" 3
2023-12-15 10:55:06.567 [DEBUG]:1904	[datamanager]:979	initialize DataManager
2023-12-15 10:55:06.567 [INFO]:1904	[mainwindow]:538	[U] module changed to 3 "手术方案" DoctorMainWidget
2023-12-15 10:55:28.556 [DEBUG]:1904	[mainwindow]:367	delete this class: "DoctorMainWidget" 15
2023-12-15 10:55:28.784 [INFO]:1904	[mainwindow]:538	[U] module changed to 15 "手术方案浏览" ProjectImportWidget
2023-12-15 10:55:43.231 [INFO]:1904	[storagewidget]:147	mount storage, type 1 , path "E:/"
2023-12-15 10:55:43.950 [DEBUG]:1904	[storagewidget]:183	"BitLocker 驱动器加密: 配置工具版本 10.0.17763\r\n版权所有 (C) 2013 Microsoft Corporation。保留所有权利。\r\n\r\n卷 E: []\r\n[数据卷]\r\n\r\n    大小:              0.29 GB\r\n    BitLocker 版本:    无\r\n    转换状态:          完全解密\r\n    已加密百分比:      0.0%\r\n    加密方法:          无\r\n    保护状态:          保护关闭\r\n    锁定状态:          已解锁\r\n    标识字段:          无\r\n    自动解锁:          已禁用\r\n    密钥保护器:        找不到\r\n\r\n"
2023-12-15 10:55:43.972 [INFO]:1904	[storagewidget]:147	mount storage, type 1 , path "F:/"
2023-12-15 10:55:44.060 [DEBUG]:1904	[storagewidget]:183	"BitLocker 驱动器加密: 配置工具版本 10.0.17763\r\n版权所有 (C) 2013 Microsoft Corporation。保留所有权利。\r\n\r\n卷 F: [新加卷]\r\n[数据卷]\r\n\r\n    大小:              28.57 GB\r\n    BitLocker 版本:    2.0\r\n    转换状态:          仅加密了已用空间\r\n    已加密百分比:      100.0%\r\n    加密方法:          AES 128\r\n    保护状态:          保护已启用\r\n    锁定状态:          已解锁\r\n    标识字段:          未知\r\n    自动解锁:          已启用\r\n    密钥保护器:\r\n        密码\r\n        数字密码\r\n        外部密钥\r\n        外部密钥\r\n        外部密钥\r\n        外部密钥\r\n        外部密钥\r\n        外部密钥\r\n        外部密钥 (自动解锁所必需的)\r\n        外部密钥\r\n        外部密钥\r\n\r\n"
2023-12-15 10:55:44.072 [INFO]:1904	[storagewidget]:247	"Mount刷新：" ("F:/")
2023-12-15 10:55:46.331 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15"
2023-12-15 10:55:46.471 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15"
2023-12-15 10:55:50.137 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/姜义章"
2023-12-15 10:55:50.239 [DEBUG]:1904	[zip]:886	no compress
2023-12-15 10:55:50.239 [DEBUG]:1904	[projectopen]:598	project version "v1.2" surgery type "tka"
2023-12-15 10:55:50.239 [DEBUG]:1904	[zip]:886	no compress
2023-12-15 10:55:50.249 [DEBUG]:1904	[projectopen]:699	femurTypes size 2
2023-12-15 10:55:50.249 [DEBUG]:1904	[datamanager]:481	2 dataManager  "Unique_PS"     "5"
2023-12-15 10:55:50.297 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/姜义章"
2023-12-15 10:55:52.824 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/姜义章"
2023-12-15 10:55:52.975 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/姜义章"
2023-12-15 10:55:53.666 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/刘承武"
2023-12-15 10:55:53.756 [DEBUG]:1904	[zip]:886	no compress
2023-12-15 10:55:53.756 [DEBUG]:1904	[projectopen]:598	project version "v1.2" surgery type "tka"
2023-12-15 10:55:53.756 [DEBUG]:1904	[zip]:886	no compress
2023-12-15 10:55:53.756 [DEBUG]:1904	[projectopen]:699	femurTypes size 2
2023-12-15 10:55:53.764 [DEBUG]:1904	[datamanager]:481	2 dataManager  "Unique_PS"     "6"
2023-12-15 10:55:53.806 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/刘承武"
2023-12-15 10:55:54.438 [DEBUG]:1904	[projectimportwidget]:318	path= "F:/12.15/刘承武/1980371-L1.hur"
2023-12-15 10:55:57.564 [INFO]:1904	[mainwindow]:897	[U] right footer button clicked, current title: "手术方案浏览" , button text: "导入"
2023-12-15 10:55:57.564 [DEBUG]:1904	[projectimportwidget]:156	project open path is "F:/12.15/刘承武/1980371-L1.hur"
2023-12-15 10:55:57.564 [DEBUG]:1904	[datamanager]:1096	generate patient path "D:/data/knee/hospital\\doctor\\CT231214295_L"
2023-12-15 10:55:57.564 [DEBUG]:1904	[datamanager]:1101	patient path= "D:/data/knee/hospital\\doctor\\CT231214295_L"
2023-12-15 10:55:57.564 [DEBUG]:1904	[projectimportwidget]:172	Patient disk space create success.
2023-12-15 10:55:57.574 [INFO]:1904	[utility]:53	remove dir "D:/data/knee/hospital\\doctor\\CT231214295_L"
2023-12-15 10:55:57.574 [DEBUG]:1904	[rdialog]:130	---------- dialog show 1  DialogTitle= ""
2023-12-15 10:55:57.574 [DEBUG]:1904	[projectimportwidget]:210	path= "F:/12.15/刘承武/1980371-L1.hur"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:52	path= "F:/12.15/刘承武/1980371-L1.hur"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:61	temp path "C:/Users/user/AppData/Local/Temp\\robot\\project"
2023-12-15 10:55:57.574 [INFO]:984	[utility]:53	remove dir "D:/data/knee/hospital\\doctor\\CT231214295_L\\projectfiles"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:375	unzip file path= "F:/12.15/刘承武/1980371-L1.hur"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"mask1.image"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"bone1.stl"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"mask2.image"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"bone2.stl"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"dcm.image"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"Mask.prop"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"Osteotomy.prop"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"Patient.prop"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"Points.prop"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"Stl.prop"
2023-12-15 10:55:57.574 [DEBUG]:984	[projectopen]:379	"VirtualWall.prop"
2023-12-15 10:55:57.583 [DEBUG]:984	[zip]:1009	create directories use time =  0
2023-12-15 10:55:57.583 [DEBUG]:984	[zip]:1031	set up symlinks use time =  0
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1054	after read one file 2
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1055	data.size 252624
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1077	before small file use time =  2
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1084	small file use time =  2
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1088	"mask1.image" small file use time =  2
2023-12-15 10:55:57.585 [DEBUG]:984	[zip]:1091	unzip use time =  2
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1054	after read one file 90
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1055	data.size 6668884
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1077	before small file use time =  90
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1084	small file use time =  90
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1088	"bone1.stl" small file use time =  90
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1091	unzip use time =  90
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1054	after read one file 0
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1055	data.size 256768
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1077	before small file use time =  0
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1084	small file use time =  0
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1088	"mask2.image" small file use time =  0
2023-12-15 10:55:57.675 [DEBUG]:984	[zip]:1091	unzip use time =  0
2023-12-15 10:55:57.743 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:55:57.743 [DEBUG]:984	[zip]:1054	after read one file 68
2023-12-15 10:55:57.743 [DEBUG]:984	[zip]:1055	data.size 5736184
2023-12-15 10:55:57.743 [DEBUG]:984	[zip]:1077	before small file use time =  68
2023-12-15 10:55:57.745 [DEBUG]:984	[zip]:1084	small file use time =  70
2023-12-15 10:55:57.745 [DEBUG]:984	[zip]:1088	"bone2.stl" small file use time =  70
2023-12-15 10:55:57.745 [DEBUG]:984	[zip]:1091	unzip use time =  70
2023-12-15 10:56:08.169 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:56:08.169 [DEBUG]:984	[zip]:1054	after read one file 10424
2023-12-15 10:56:08.169 [DEBUG]:984	[zip]:1055	data.size 970981720
2023-12-15 10:56:08.169 [DEBUG]:984	[zip]:1057	big file "dcm.image"
2023-12-15 10:56:08.169 [DEBUG]:984	[zip]:1061	for  canceled i= 0
2023-12-15 10:56:08.241 [DEBUG]:984	[zip]:1061	for  canceled i= 1
2023-12-15 10:56:08.313 [DEBUG]:984	[zip]:1061	for  canceled i= 2
2023-12-15 10:56:08.386 [DEBUG]:984	[zip]:1061	for  canceled i= 3
2023-12-15 10:56:08.472 [DEBUG]:984	[zip]:1061	for  canceled i= 4
2023-12-15 10:56:08.547 [DEBUG]:984	[zip]:1061	for  canceled i= 5
2023-12-15 10:56:08.621 [DEBUG]:984	[zip]:1061	for  canceled i= 6
2023-12-15 10:56:08.693 [DEBUG]:984	[zip]:1061	for  canceled i= 7
2023-12-15 10:56:08.767 [DEBUG]:984	[zip]:1061	for  canceled i= 8
2023-12-15 10:56:08.840 [DEBUG]:984	[zip]:1061	for  canceled i= 9
2023-12-15 10:56:08.912 [DEBUG]:984	[zip]:1061	for  canceled i= 10
2023-12-15 10:56:08.992 [DEBUG]:984	[zip]:1061	for  canceled i= 11
2023-12-15 10:56:09.065 [DEBUG]:984	[zip]:1061	for  canceled i= 12
2023-12-15 10:56:09.137 [DEBUG]:984	[zip]:1061	for  canceled i= 13
2023-12-15 10:56:09.213 [DEBUG]:984	[zip]:1061	for  canceled i= 14
2023-12-15 10:56:09.284 [DEBUG]:984	[zip]:1061	for  canceled i= 15
2023-12-15 10:56:09.357 [DEBUG]:984	[zip]:1088	"dcm.image" small file use time =  11612
2023-12-15 10:56:09.524 [DEBUG]:984	[zip]:1091	unzip use time =  11779
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1054	after read one file 1
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1055	data.size 247
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1077	before small file use time =  1
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1084	small file use time =  1
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1088	"Mask.prop" small file use time =  1
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1091	unzip use time =  1
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1054	after read one file 0
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1055	data.size 889
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1077	before small file use time =  0
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1084	small file use time =  0
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1088	"Osteotomy.prop" small file use time =  0
2023-12-15 10:56:09.525 [DEBUG]:984	[zip]:1091	unzip use time =  0
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:886	no compress
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1054	after read one file 1
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1055	data.size 298
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1077	before small file use time =  1
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1084	small file use time =  1
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1088	"Patient.prop" small file use time =  1
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:1091	unzip use time =  1
2023-12-15 10:56:09.526 [DEBUG]:984	[zip]:886	no compress
